country,year,iso_code_energy,population_energy,gdp_energy,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita_energy,energy_per_gdp_energy,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption_energy,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy,iso_code_co2,population_co2,gdp_co2,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita_co2,energy_per_gdp_co2,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption_co2,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,energy_per_capita_calc,co2_per_capita_calc,energy_intensity,co2_intensity,primary_energy_consumption_energy_lag1,primary_energy_consumption_energy_lag2,primary_energy_consumption_energy_lag3,co2_lag1,co2_lag2,co2_lag3,energy_intensity_lag1,energy_intensity_lag2,energy_intensity_lag3,co2_intensity_lag1,co2_intensity_lag2,co2_intensity_lag3
China,2008,CHN,1333820960.0,10799147909120.0,36.213,4.833,13.629,18.179,11.148,14.87,0.425,0.07,746.948,1.585,292.006,14031.809,18715.92,2030.94,2708.91,3.647,610.418,13007.205,17349.283,77.491,72.251,3482.96,2611.265,3495.76,14.156,3.876,970.887,19508.213,2.409,2.111,495.08,2070.96,2762.29,17950.941,23943.34,79.018,92.431,15.272,108.55,819.329,25.918,34.57,614.272,15.973,111.47,606.766,809.317,0.989,3.163,2611.15,31.261,390.037,1680.633,477.545,636.96,1260.014,18.221,6.488,30.451,445.815,1960.693,549.901,733.47,1469.982,20.982,7.569,-12.8,-0.368,10.082,15.22,180.459,51.274,68.39,135.295,1.956,0.697,2.191,94.524,4408.092,14.102,18.81,3304.86,2.212,47.932,1660.502,2214.812,0.538,17.017,46.456,14.866,8.82,50.725,15.634,11.145,7.895,34.829,0.425,0.233,0.179,2620.862,26020.463,32.912,430.595,1780.234,498.628,665.08,1334.688,19.025,6.872,33.333,0.098,0.401,0.112,0.15,0.301,0.004,0.002,139.082,19.992,34.565,9.821,13.1,25.914,0.375,0.133,CHN,1333821009.0,10799147909120.0,525.924,0.394,7501.498,517.95,7.417,7814.796,520.037,7.129,5.859,0.724,0.3,5.624,0.695,0.288,5729.473,4.296,5969.417,4.475,0.553,5919.32,120475.531,189489.938,92860.0,102.781,1628.659,73950.336,17107.33,2857.448,19561.799,2.409,4.666,0.003,149.674,0.112,6.519,7.052,313.299,0.235,1437.849,1.078,450.842,0.338,970.118,0.727,0.091,121.642,26020.463,45.773,23.388,21.147,43.399,22.7,9.417,9.352,15.078,0.734,0.989,9.843,3.778,48.043,1.394,2.525,6.42,8.66,46.8,9.534,0.044,0.075,0.125,0.006,9405.909,8694.642,-1532.08,-20.424,1.950821270644898e-05,5.624066459729901e-06,2.409492232070035e-09,6.946379532097066e-10,25049.576,23048.334,21027.164,6983.547,6494.331,5882.106,2.418331520588844e-09,2.428813753973557e-09,2.444183626249701e-09,6.742042993308013e-10,6.843670547145337e-10,6.837321082893119e-10
China,2009,CHN,1342522666.0,11572544012288.0,9.404,1.71,14.814,19.889,15.538,20.86,0.562,0.074,753.029,4.75,889.1,14603.12,19605.02,2168.693,2911.52,3.09,536.068,13322.197,17885.352,78.38,72.489,3703.26,2758.434,3714.64,14.374,4.375,1138.436,20229.75,2.347,4.779,1144.217,2219.851,2980.2,18686.879,25087.559,80.229,92.76,10.119,82.911,902.24,42.13,56.56,672.048,6.188,50.081,640.136,859.398,1.523,3.336,2797.23,-3.347,-64.77,1615.863,458.57,615.64,1203.602,16.573,5.975,0.357,-2.684,1958.009,547.06,734.44,1458.455,19.771,7.24,-11.38,-0.307,2.422,3.4,183.859,52.178,70.05,136.951,1.886,0.68,3.907,172.207,4580.298,9.028,12.12,3411.71,-0.499,-11.044,1641.513,2203.769,0.326,16.935,65.185,20.859,8.82,40.316,18.729,15.537,7.895,48.554,0.562,0.233,0.241,2766.91,27158.898,0.151,-6.084,1774.15,494.882,664.39,1321.505,17.886,6.56,83.553,0.331,0.732,0.209,0.28,0.545,0.008,0.003,110.802,37.916,72.48,20.566,27.61,53.988,0.743,0.268,CHN,1342522709.0,11572544012288.0,583.56,0.435,7891.078,389.581,5.193,8211.936,397.139,5.082,6.117,0.71,0.302,5.878,0.682,0.291,6028.489,4.49,6721.094,5.006,0.581,6502.88,128366.609,197701.859,98888.484,107.337,1793.063,74271.195,18089.676,2985.169,20281.068,2.347,4.557,0.003,164.404,0.122,6.771,7.321,320.857,0.239,1465.252,1.091,430.502,0.321,982.348,0.732,0.095,127.721,27158.898,49.369,25.018,22.305,46.213,23.856,9.792,9.584,15.723,0.749,1.052,9.817,3.901,48.212,1.379,2.842,6.084,8.966,52.337,9.743,0.045,0.078,0.13,0.007,9828.306,9090.345,-1169.984,-14.827,2.0229750072614404e-05,5.87779852593912e-06,2.3468390330736304e-09,6.818792818261108e-10,26020.463,25049.576,23048.334,7501.498,6983.547,6494.331,2.409492232070035e-09,2.418331520588844e-09,2.428813753973557e-09,6.946379532097066e-10,6.742042993308013e-10,6.843670547145337e-10
China,2010,CHN,1351561462.0,12858808074240.0,-0.463,-0.092,14.647,19.797,18.423,24.9,0.592,0.068,740.64,3.752,735.523,15049.662,20340.543,2392.492,3233.6,8.286,1481.898,14329.537,19367.25,76.859,70.336,4193.65,3102.819,4207.16,15.285,6.984,1896.711,21497.809,2.26,6.203,1556.216,2475.685,3346.04,19713.328,26643.773,79.532,92.132,20.671,186.5,1088.741,57.511,77.73,805.543,12.34,106.048,714.318,965.445,1.848,3.765,3115.99,15.551,236.697,1852.56,526.339,711.38,1370.681,16.909,6.406,16.781,317.272,2275.281,637.13,861.12,1683.446,20.468,7.868,-13.51,-0.322,6.698,10.782,194.641,55.299,74.74,144.012,1.776,0.673,13.846,634.192,5214.49,25.681,34.71,3858.123,7.137,157.284,1746.908,2361.053,0.825,18.031,77.813,24.9,8.82,19.372,12.628,18.423,7.895,57.573,0.592,0.233,0.269,3112.814,29055.609,17.813,306.49,2080.64,581.831,786.38,1539.434,18.691,7.195,151.254,1.093,1.826,0.518,0.7,1.351,0.017,0.006,78.887,56.165,128.645,36.55,49.4,95.182,1.174,0.445,CHN,1351561511.0,12858808074240.0,639.592,0.473,8620.576,729.498,9.245,8579.337,367.401,4.474,6.348,0.667,0.295,6.378,0.67,0.297,6568.743,4.86,7337.083,5.429,0.571,7142.472,136987.188,206281.219,105457.227,111.311,1992.648,74229.953,19182.248,3101.279,21551.547,2.26,3.974,0.003,199.585,0.148,7.312,7.819,-41.239,-0.031,1524.504,1.128,434.698,0.322,1092.571,0.808,0.086,116.11,29055.609,50.635,25.844,22.087,47.074,25.042,10.191,9.815,16.404,0.758,1.128,9.74,4.038,48.172,1.165,3.205,-0.751,9.649,47.169,9.966,0.046,0.082,0.135,0.007,10567.731,9883.021,-1283.493,-14.889,2.149780814037444e-05,6.378234308863796e-06,2.25958804519425e-09,6.704024160116026e-10,27158.898,26020.463,25049.576,7891.078,7501.498,6983.547,2.3468390330736304e-09,2.409492232070035e-09,2.418331520588844e-09,6.818792818261108e-10,6.946379532097066e-10,6.742042993308013e-10
China,2011,CHN,1360250601.0,13691527364608.0,10.629,2.104,16.101,21.901,20.312,27.63,0.586,0.07,752.231,8.864,1803.061,16279.062,22143.604,2713.375,3690.87,11.193,2167.818,15831.691,21535.068,78.312,70.97,4700.28,3455.451,4713.02,15.822,7.85,2280.928,23037.326,2.289,8.415,2242.192,2818.187,3833.44,21235.768,28885.965,81.337,92.579,24.146,262.888,1351.629,79.963,108.77,993.661,9.965,96.211,780.486,1061.656,2.308,4.332,3545.28,-3.281,-70.06,1782.5,505.819,688.04,1310.42,14.599,5.713,2.335,40.107,2315.388,646.631,879.58,1702.177,18.663,7.421,-12.74,-0.271,16.668,31.266,225.907,64.106,87.2,166.077,1.85,0.724,3.38,176.243,5390.733,24.848,33.8,3963.044,-0.068,-1.611,1734.564,2359.442,0.717,17.277,86.35,27.632,8.82,10.971,8.537,20.314,7.895,63.481,0.586,0.233,0.277,3464.817,31336.537,1.006,8.841,2089.481,582.525,792.38,1536.1,16.813,6.697,272.325,4.936,6.762,1.919,2.61,4.971,0.055,0.022,50.001,63.324,191.969,54.475,74.1,141.128,1.572,0.615,CHN,1360250657.0,13691527364608.0,708.564,0.521,9532.332,911.756,10.577,9549.341,970.004,11.306,7.02,0.697,0.305,7.008,0.696,0.304,7309.709,5.374,8139.869,5.984,0.595,7851.037,146519.516,215830.547,112766.938,115.165,2238.638,74246.969,20306.107,3241.635,23090.885,2.289,3.853,0.003,245.99,0.181,8.02,8.518,17.009,0.013,1626.133,1.195,441.33,0.324,1123.859,0.826,0.103,140.357,31336.535,52.145,27.626,24.004,49.598,26.275,10.627,10.078,17.148,0.766,1.223,9.676,4.175,48.289,1.072,3.836,0.322,9.892,51.027,10.218,0.048,0.086,0.141,0.007,11587.158,10909.15,-1392.463,-14.608,2.303732634042775e-05,7.00777606755458e-06,2.2887539253658128e-09,6.96221228366432e-10,29055.609,27158.898,26020.463,8620.576,7891.078,7501.498,2.25958804519425e-09,2.3468390330736304e-09,2.409492232070035e-09,6.704024160116026e-10,6.818792818261108e-10,6.946379532097066e-10
China,2012,CHN,1369520822.0,14773157625856.0,17.792,3.897,18.837,25.797,22.0,30.13,0.604,0.079,720.151,1.259,278.754,16372.411,22422.357,2736.862,3748.19,1.181,254.234,15910.165,21789.303,75.151,69.083,4976.76,3633.942,4987.54,16.241,4.109,1287.643,23821.602,2.208,2.421,699.467,2840.161,3889.66,21602.762,29585.432,77.988,91.152,11.626,157.147,1508.776,80.503,110.25,1101.682,5.004,53.125,813.993,1114.781,2.211,4.648,3591.78,25.398,441.196,2223.696,629.994,862.79,1623.704,17.299,6.851,24.648,556.526,2871.914,801.653,1097.88,2097.021,22.012,8.848,-10.78,-0.217,12.75,27.491,253.398,71.792,98.32,185.027,1.971,0.781,4.889,263.566,5654.299,22.796,31.22,4128.67,2.269,53.527,1761.907,2412.969,0.626,17.421,94.166,30.133,8.82,9.051,7.816,22.003,7.895,68.758,0.604,0.233,0.29,3641.814,32624.18,25.922,529.035,2618.516,729.861,999.56,1911.994,20.041,8.068,37.721,2.503,9.264,2.621,3.59,6.765,0.072,0.029,39.069,73.624,265.593,75.245,103.05,193.931,2.066,0.818,CHN,1369520865.0,14773157625856.0,714.782,0.522,9779.292,246.96,2.591,9795.438,246.097,2.577,7.152,0.663,0.3,7.141,0.662,0.3,7464.744,5.451,8498.904,6.206,0.575,8565.818,156298.812,225625.984,120231.68,118.897,2516.237,74263.109,21482.82,3383.358,23873.199,2.208,3.733,0.003,277.599,0.203,8.15,8.605,16.146,0.012,1625.214,1.187,448.538,0.328,1176.712,0.859,0.103,141.722,32624.178,51.248,27.941,24.096,50.075,27.388,11.056,10.339,17.878,0.771,1.327,9.607,4.314,48.405,0.99,4.238,0.286,10.237,51.219,10.465,0.049,0.091,0.147,0.007,11785.366,11161.443,-1280.388,-13.093,2.382160203475897e-05,7.140666673961183e-06,2.2083416982501507e-09,6.61963559021686e-10,31336.537,29055.609,27158.898,9532.332,8620.576,7891.078,2.2887539253658128e-09,2.25958804519425e-09,2.3468390330736304e-09,6.96221228366432e-10,6.704024160116026e-10,6.818792818261108e-10
China,2013,CHN,1379007984.0,15925464006656.0,37.161,9.586,25.659,35.384,26.925,37.13,0.684,0.105,717.389,2.14,479.773,16607.686,22902.131,2956.741,4077.37,1.124,244.834,15978.252,22034.137,75.067,68.027,5420.4,3930.652,5431.63,17.097,3.765,1228.387,24548.492,2.126,3.187,942.953,3065.073,4226.76,22137.934,30528.387,77.818,90.679,13.919,210.01,1718.785,84.401,116.39,1246.393,9.269,103.326,883.321,1218.107,2.143,5.105,3896.59,5.426,102.678,2326.374,659.612,909.61,1686.991,16.747,6.91,10.375,266.086,3138.0,873.722,1204.87,2275.549,22.182,9.321,-11.23,-0.207,13.408,31.77,285.168,80.855,111.5,206.792,2.053,0.847,4.477,253.17,5907.47,23.93,33.0,4283.854,1.196,28.857,1770.712,2441.826,0.608,17.547,116.041,37.133,8.82,23.23,21.875,26.927,7.895,84.148,0.684,0.233,0.345,3938.795,33852.566,10.084,234.316,2852.832,792.867,1093.37,2068.757,20.13,8.474,132.963,12.152,21.417,6.07,8.37,15.53,0.154,0.064,34.172,88.024,353.617,100.26,138.26,256.428,2.545,1.05,CHN,1379008046.0,15925464006656.0,748.323,0.543,9956.329,177.037,1.81,9973.596,178.159,1.819,7.232,0.626,0.295,7.22,0.625,0.294,7493.408,5.434,8724.485,6.327,0.548,9314.142,166255.125,235599.578,127725.094,122.53,2836.365,74280.375,22717.439,3539.575,24600.359,2.126,3.632,0.003,320.127,0.232,8.244,8.685,17.266,0.013,1651.454,1.198,451.293,0.327,1234.621,0.895,0.113,156.217,33852.562,51.444,28.204,24.676,49.951,28.457,11.473,10.6,18.578,0.775,1.446,9.546,4.459,48.593,0.943,4.859,0.337,10.664,53.04,10.712,0.05,0.095,0.153,0.007,11976.409,11367.93,-1231.844,-12.372,2.4548491664135263e-05,7.2199208908749125e-06,2.125687891156667e-09,6.251829771389255e-10,32624.18,31336.537,29055.609,9779.292,9532.332,8620.576,2.2083416982501507e-09,2.2887539253658128e-09,2.25958804519425e-09,6.61963559021686e-10,6.96221228366432e-10,6.704024160116026e-10
China,2014,CHN,1387951920.0,17103948087296.0,4.44,1.571,26.625,36.955,33.337,46.27,0.799,0.107,693.728,-0.425,-97.428,16430.471,22804.703,3028.246,4203.06,-1.604,-353.375,15620.687,21680.762,72.536,66.074,5783.04,4166.6,5794.45,17.945,2.589,876.5,25021.809,2.03,0.991,302.465,3149.965,4372.0,22213.199,30830.852,75.452,89.328,9.591,164.846,1883.631,96.026,133.28,1357.13,7.692,93.701,945.14,1311.809,2.3,5.458,4019.77,16.499,370.042,2696.416,763.492,1059.69,1942.73,18.288,7.812,17.669,545.283,3683.283,1024.855,1422.45,2653.754,24.548,10.672,-11.41,-0.197,19.477,53.808,338.976,95.983,133.22,244.227,2.299,0.982,3.979,235.047,6142.517,25.693,35.66,4425.598,0.7,17.093,1771.617,2458.919,0.615,17.797,144.588,46.268,8.82,24.601,28.548,33.336,7.895,104.174,0.798,0.233,0.419,4174.82,34729.066,17.49,491.476,3344.307,928.872,1289.23,2409.527,22.249,9.69,180.78,38.411,59.827,16.939,23.51,43.105,0.406,0.173,15.549,52.904,406.521,115.105,159.76,292.893,2.757,1.178,CHN,1387951973.0,17103948087296.0,770.284,0.555,9990.257,33.927,0.341,9859.565,-114.031,-1.143,7.104,0.576,0.284,7.198,0.584,0.288,7424.993,5.35,8806.582,6.345,0.515,10084.425,176245.391,245459.141,135150.078,126.46,3206.586,74149.688,23973.047,3704.798,25071.705,2.03,3.93,0.003,370.222,0.267,8.23,8.648,-130.691,-0.094,1670.111,1.203,454.229,0.327,1255.605,0.905,0.119,165.223,34729.066,51.268,28.181,24.138,49.441,29.459,11.872,10.844,19.237,0.781,1.581,9.464,4.6,48.815,1.016,5.583,-2.422,10.818,54.104,10.95,0.052,0.1,0.159,0.008,12002.595,11422.511,-1183.674,-11.848,2.502180767183922e-05,7.1978405552509655e-06,2.0304707324149973e-09,5.840906993526417e-10,33852.566,32624.18,31336.537,9956.329,9779.292,9532.332,2.125687891156667e-09,2.2083416982501507e-09,2.2887539253658128e-09,6.251829771389255e-10,6.61963559021686e-10,6.96221228366432e-10
China,2015,CHN,1396134112.0,18301224747008.0,-26.129,-9.656,19.553,27.299,38.728,54.07,0.93,0.078,667.715,-2.086,-475.66,15993.479,22329.043,2898.124,4046.17,-1.876,-406.803,15237.762,21273.959,69.587,63.967,5802.14,4155.862,5814.58,17.903,1.172,406.922,25166.629,1.92,0.178,54.983,3043.791,4249.54,22122.398,30885.834,73.084,88.48,3.359,63.264,1946.895,119.552,166.91,1394.49,3.421,44.88,971.747,1356.689,2.871,5.577,3882.48,5.174,125.142,2821.558,798.29,1114.52,2020.979,19.168,8.083,9.108,338.214,4021.498,1120.981,1565.04,2880.452,26.916,11.52,-12.44,-0.214,28.645,94.893,433.869,122.753,171.38,310.764,2.947,1.243,7.609,467.379,6609.896,26.115,36.46,4734.427,1.481,36.414,1787.316,2495.333,0.627,18.936,168.97,54.07,8.82,16.863,24.381,38.729,7.895,121.027,0.93,0.233,0.484,4164.772,35135.988,7.146,243.322,3587.629,998.228,1393.66,2569.688,23.968,10.278,67.916,40.123,99.951,28.278,39.48,71.591,0.679,0.286,16.167,63.331,469.852,132.931,185.59,336.538,3.192,1.346,CHN,1396134164.0,18301224747008.0,718.559,0.515,9863.457,-126.8,-1.269,9828.97,-30.596,-0.31,7.04,0.537,0.28,7.065,0.539,0.281,7266.92,5.205,8860.397,6.346,0.484,10802.984,186108.859,255288.109,142417.0,130.361,3586.638,74115.203,25301.852,3870.017,25210.303,1.92,3.901,0.003,380.052,0.272,8.089,8.547,-34.488,-0.025,1671.582,1.197,457.125,0.327,1328.805,0.952,0.118,165.219,35135.988,49.516,27.859,24.01,49.544,30.274,12.245,11.078,19.857,0.787,1.711,9.393,4.748,49.03,1.016,5.616,-0.623,11.231,54.416,11.172,0.053,0.104,0.165,0.008,11932.706,11292.773,-1003.059,-10.169,2.5166628118316453e-05,7.064834637196081e-06,1.91987085485873e-09,5.389506514645988e-10,34729.066,33852.566,32624.18,9990.257,9956.329,9779.292,2.0304707324149973e-09,2.125687891156667e-09,2.2083416982501507e-09,5.840906993526417e-10,6.251829771389255e-10,6.61963559021686e-10
China,2016,CHN,1404052581.0,19545710395392.0,1.889,0.516,19.81,27.815,44.25,62.13,1.013,0.079,651.666,-2.926,-653.264,15438.011,21675.779,2960.252,4156.35,-7.534,-1602.727,14010.324,19671.232,67.768,61.893,6120.44,4359.125,6133.16,18.954,0.403,141.723,25125.633,1.805,-0.946,-292.065,3131.784,4397.19,21789.617,30593.77,71.695,87.357,7.577,147.516,2094.411,134.098,188.28,1491.69,1.675,22.727,982.453,1379.416,3.07,5.98,3996.77,3.477,76.099,2897.657,821.387,1153.27,2063.781,18.804,8.274,10.767,406.102,4427.6,1236.4,1735.97,3153.443,28.305,12.643,-12.72,-0.208,24.391,101.755,535.624,151.832,213.18,381.484,3.476,1.529,3.233,213.683,6823.579,37.434,52.56,4859.917,-6.933,-172.996,1654.024,2322.336,0.857,19.484,194.171,62.135,8.82,14.915,25.201,44.254,7.895,138.293,1.013,0.233,0.554,4368.184,35277.711,9.124,304.347,3891.976,1084.568,1522.79,2771.958,24.829,11.113,68.508,67.205,167.156,47.384,66.53,119.052,1.085,0.477,29.78,135.325,605.177,171.546,240.86,431.022,3.927,1.728,CHN,1404052626.0,19545710395392.0,740.776,0.528,9762.714,-100.743,-1.021,9618.938,-210.032,-2.137,6.851,0.492,0.273,6.953,0.499,0.277,7071.355,5.036,8860.693,6.311,0.453,11543.76,195871.578,264907.031,149488.359,133.452,4008.365,73971.422,26659.688,4037.945,25164.398,1.805,3.09,0.002,421.726,0.3,7.935,8.326,-143.776,-0.102,1621.114,1.155,456.86,0.325,1357.838,0.967,0.12,167.928,35277.711,49.703,27.565,24.154,49.325,31.053,12.594,11.3,20.435,0.788,1.851,9.323,4.893,49.281,0.826,6.066,-3.263,11.35,55.884,11.379,0.054,0.108,0.171,0.008,11690.258,11141.771,-902.02,-9.239,2.512563380986369e-05,6.9532393723823234e-06,1.804882518279658e-09,4.994811548165376e-10,35135.988,34729.066,33852.566,9863.457,9990.257,9956.329,1.91987085485873e-09,2.0304707324149973e-09,2.125687891156667e-09,5.389506514645988e-10,5.840906993526417e-10,6.251829771389255e-10
China,2017,CHN,1412354694.0,20894363680768.0,-6.755,-1.879,18.364,25.936,56.36,79.6,1.205,0.071,644.167,1.106,239.664,15516.954,21915.443,3136.627,4430.03,3.329,654.877,14391.646,20326.109,67.077,60.249,6591.39,4666.951,6604.44,19.743,3.888,1371.672,25949.135,1.754,2.999,917.368,3320.186,4689.28,22311.064,31511.137,71.002,86.629,15.189,318.111,2412.522,143.873,203.2,1708.156,8.161,112.579,1056.388,1491.995,3.077,6.632,4254.36,1.023,15.005,2912.662,824.906,1165.06,2062.274,17.641,8.007,10.053,435.995,4863.595,1356.005,1915.16,3443.607,28.998,13.371,-13.05,-0.198,16.381,84.626,620.25,175.664,248.1,439.16,3.757,1.705,5.27,359.593,7183.172,39.685,56.05,5085.955,-4.096,-95.122,1576.952,2227.215,0.849,19.748,248.747,79.599,8.82,28.107,54.575,56.359,7.895,176.122,1.205,0.233,0.684,4676.191,36649.383,9.183,351.369,4243.345,1180.341,1667.06,3004.447,25.242,11.666,77.068,127.344,294.5,83.407,117.8,208.517,1.784,0.81,26.463,156.323,761.5,215.668,304.6,539.171,4.612,2.093,CHN,1412354742.0,20894363680768.0,753.439,0.533,10006.343,243.629,2.496,9826.776,207.838,2.161,6.958,0.47,0.268,7.085,0.479,0.273,7163.255,5.072,9134.99,6.468,0.437,12297.199,205877.906,274733.812,156651.625,136.421,4494.724,73791.859,28090.275,4207.678,25987.383,1.754,2.969,0.002,486.359,0.344,8.082,8.451,-179.566,-0.127,1639.649,1.161,453.819,0.321,1430.587,1.013,0.12,169.733,36649.383,49.913,27.803,24.432,49.357,31.789,12.938,11.522,20.997,0.787,2.009,9.251,5.043,49.523,0.767,6.823,-4.244,11.775,56.054,11.588,0.055,0.113,0.176,0.008,11935.866,11414.804,-871.352,-8.708,2.5949135267291415e-05,7.084865227152679e-06,1.7540320231782673e-09,4.789015426782408e-10,35277.711,35135.988,34729.066,9762.714,9863.457,9990.257,1.804882518279658e-09,1.91987085485873e-09,2.0304707324149973e-09,4.994811548165376e-10,5.389506514645988e-10,5.840906993526417e-10
China,2018,CHN,1419008910.0,22294286041088.0,29.818,7.733,23.727,33.669,66.053,93.73,1.308,0.088,636.876,1.993,436.703,15751.942,22352.146,3357.216,4763.92,5.052,1026.842,15047.792,21352.951,66.478,58.647,7150.92,5039.376,7166.14,20.543,4.803,1760.438,27068.061,1.723,3.837,1209.011,3548.829,5035.82,23058.451,32720.148,70.272,85.85,17.688,426.738,2839.26,151.867,215.5,2000.875,8.19,122.194,1137.546,1614.188,3.007,7.45,4563.94,2.903,69.644,2982.306,844.878,1198.89,2101.682,16.73,7.825,11.486,529.323,5392.917,1501.273,2130.32,3800.482,29.728,14.15,-15.22,-0.213,18.904,113.581,733.831,207.892,295.0,517.143,4.117,1.925,4.811,345.569,7528.741,39.746,56.4,5305.633,-1.139,-25.377,1551.673,2201.838,0.787,19.754,293.112,93.796,8.82,17.835,44.365,66.099,7.895,206.561,1.309,0.233,0.769,5050.102,38409.82,10.399,415.742,4659.087,1293.382,1835.32,3283.339,25.611,12.224,50.17,145.55,440.05,124.664,176.9,310.111,2.469,1.155,20.092,148.45,909.95,257.786,365.8,641.258,5.105,2.388,CHN,1419008963.0,22294286041088.0,765.836,0.54,10332.992,326.65,3.264,10156.673,329.897,3.357,7.158,0.456,0.264,7.282,0.463,0.269,7316.367,5.156,9595.094,6.762,0.43,13063.035,216210.891,284890.5,163967.969,139.829,5070.093,73615.539,29590.75,4379.217,27104.984,1.723,3.408,0.002,575.369,0.405,8.305,8.654,-176.319,-0.124,1677.521,1.182,449.692,0.317,1500.474,1.057,0.121,171.539,38409.645,49.265,28.132,25.032,49.615,32.464,13.28,11.748,21.552,0.788,2.193,9.184,5.198,49.766,0.837,7.702,-4.586,12.25,56.584,11.801,0.057,0.117,0.183,0.008,12279.784,11785.06,-737.898,-7.141,2.706806118645159e-05,7.281837021067494e-06,1.7228549023373674e-09,4.634816284745099e-10,36649.383,35277.711,35135.988,10006.343,9762.714,9863.457,1.7540320231782673e-09,1.804882518279658e-09,1.91987085485873e-09,4.789015426782408e-10,4.994811548165376e-10,5.389506514645988e-10
