country,year,iso_code_energy,population_energy,gdp_energy,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita_energy,energy_per_gdp_energy,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption_energy,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy,iso_code_co2,population_co2,gdp_co2,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita_co2,energy_per_gdp_co2,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption_co2,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,energy_per_capita_calc,co2_per_capita_calc,energy_intensity,co2_intensity,primary_energy_consumption_energy_lag1,primary_energy_consumption_energy_lag2,primary_energy_consumption_energy_lag3,co2_lag1,co2_lag2,co2_lag3,energy_intensity_lag1,energy_intensity_lag2,energy_intensity_lag3,co2_intensity_lag1,co2_intensity_lag2,co2_intensity_lag3
China,1997,CHN,1241139564.0,5291339415552.0,176.0,0.0,0.0,0.0,2.001,2.54,0.187,0.0,783.314,-2.019,-163.478,6390.83,7931.912,698.573,867.026,-0.656,-53.312,6500.876,8068.494,76.353,72.471,1346.85,1060.862,1135.55,10.748,0.676,73.684,8847.622,2.075,0.443,45.662,743.042,922.219,8340.273,10351.442,81.213,94.577,5.67,10.623,197.985,6.508,8.077,159.519,12.872,26.094,184.359,228.816,0.711,1.809,1061.86,4.261,22.25,544.389,157.903,195.98,438.62,17.259,4.974,4.602,26.482,593.526,171.882,213.329,478.21,18.786,5.423,-8.75,-0.65,0.558,0.222,40.05,11.617,14.418,32.269,1.27,0.366,9.813,198.517,2221.545,37.961,47.115,1789.924,1.016,18.724,1500.486,1862.312,4.149,20.297,8.506,2.722,8.82,77.56,3.716,2.193,7.895,6.854,0.24,0.233,0.078,914.925,10981.134,4.908,26.26,553.476,160.265,198.911,445.941,17.517,5.057,22.222,0.006,0.031,0.009,0.011,0.025,0.001,0.0,110.753,0.289,0.55,0.16,0.198,0.443,0.017,0.005,CHN,1241139619.0,5291339415552.0,202.874,0.163,3515.594,6.776,0.193,4384.325,40.464,0.932,3.532,0.829,0.399,2.833,0.664,0.32,2609.556,2.103,3058.618,2.464,0.578,2037.009,65152.938,129051.094,51790.113,49.087,742.473,68834.102,8777.878,1756.377,8871.482,2.075,5.425,0.004,44.159,0.036,3.479,4.28,868.73,0.7,1097.485,0.884,356.941,0.288,557.961,0.45,0.077,95.62,10981.134,30.629,14.407,13.784,29.067,12.433,6.699,7.771,10.378,0.478,0.687,9.936,2.617,51.742,1.538,0.999,11.729,5.714,42.734,8.073,0.035,0.049,0.089,0.004,5312.637,4317.486,-456.976,-12.999,8.847622232434121e-06,2.8325532004469817e-06,2.0753032715544353e-09,6.644053091108026e-10,10907.45,10352.658,10048.812,3508.818,3361.637,3103.739,2.12720807739825e-09,2.1523197326496796e-09,2.2638816275907094e-09,6.843016462803289e-10,6.988850253823966e-10,6.992366559287567e-10
China,1998,CHN,1250847078.0,5338703069184.0,176.0,0.0,0.0,0.0,2.001,2.54,0.187,0.0,783.314,-0.759,-60.195,6293.109,7871.717,712.856,891.674,-4.0,-322.748,6192.401,7745.747,76.407,71.797,1346.85,1060.862,1167.0,11.031,0.177,19.433,8794.493,2.061,0.116,12.028,760.411,951.158,8285.162,10363.471,81.505,94.524,3.121,6.178,204.163,4.87,6.092,163.22,2.537,5.805,187.57,234.621,0.522,1.862,1061.86,1.485,8.083,552.472,159.004,198.89,441.678,17.043,5.039,1.177,6.89,600.415,172.555,215.84,480.007,18.495,5.476,-8.75,-0.65,-2.206,-0.883,39.167,11.272,14.1,31.312,1.208,0.357,2.973,66.045,2287.591,42.685,53.392,1828.833,0.031,0.581,1489.305,1862.893,4.575,20.865,7.75,2.48,8.82,-8.891,-0.756,1.983,7.895,6.196,0.213,0.233,0.071,932.968,11000.566,1.422,7.773,561.249,161.282,201.74,448.695,17.287,5.119,27.273,0.008,0.039,0.011,0.014,0.031,0.001,0.0,79.592,0.438,0.988,0.284,0.356,0.79,0.03,0.009,CHN,1250847121.0,5338703069184.0,211.369,0.169,3364.587,-151.007,-4.295,4216.271,-168.054,-3.833,3.371,0.79,0.383,2.69,0.63,0.306,2444.771,1.954,2959.864,2.366,0.554,2248.377,68517.523,133267.359,54234.887,53.219,792.974,69685.781,9337.141,1850.93,8822.785,2.061,4.132,0.003,50.501,0.04,3.313,4.141,851.683,0.681,1089.98,0.871,365.222,0.292,559.262,0.447,0.076,94.553,11000.566,32.022,13.844,13.847,27.986,13.191,6.873,7.88,10.681,0.502,0.705,9.97,2.704,51.2,1.228,1.13,13.861,5.659,42.866,8.168,0.036,0.051,0.091,0.005,5180.109,4143.523,-404.724,-12.029,8.794493102697237e-06,2.6898466994992566e-06,2.060531529370371e-09,6.302255353778767e-10,10981.134,10907.45,10352.658,3515.594,3508.818,3361.637,2.0753032715544353e-09,2.12720807739825e-09,2.1523197326496796e-09,6.644053091108026e-10,6.843016462803289e-10,6.988850253823966e-10
China,1999,CHN,1260176600.0,5578502963200.0,176.0,0.0,0.0,0.0,2.001,2.54,0.187,0.0,783.314,2.888,227.316,6426.903,8099.033,769.483,969.684,2.4,185.897,6294.073,7931.644,78.245,71.359,1346.85,1060.862,1239.3,11.3,3.504,385.502,9035.296,2.041,3.758,389.437,813.186,1024.758,8532.858,10752.908,82.688,94.742,6.107,12.467,216.631,3.819,4.813,171.905,8.243,19.341,201.529,253.962,0.388,1.909,1061.86,-1.161,-6.417,546.056,155.994,196.58,433.317,15.862,4.811,-0.602,-3.597,596.819,170.246,214.54,473.599,17.311,5.258,-8.75,-0.65,6.021,2.358,41.525,11.863,14.949,32.952,1.206,0.366,6.542,149.654,2437.245,39.884,50.261,1934.05,0.025,0.465,1478.649,1863.359,4.056,21.474,7.875,2.52,8.82,1.613,0.125,2.0,7.895,6.249,0.203,0.233,0.069,983.434,11386.068,-1.065,-5.955,555.294,158.383,199.591,440.648,16.105,4.893,21.429,0.008,0.047,0.013,0.017,0.037,0.001,0.0,33.239,0.328,1.316,0.376,0.474,1.044,0.038,0.012,CHN,1260176650.0,5578502963200.0,228.322,0.181,3557.275,192.687,5.727,4339.629,123.359,2.926,3.444,0.778,0.381,2.823,0.638,0.312,2580.992,2.048,3172.59,2.518,0.569,2476.699,72074.797,137606.984,56815.879,57.652,847.545,70468.133,9933.892,1943.135,9069.433,2.041,4.433,0.004,54.572,0.043,3.437,4.232,782.355,0.621,1092.344,0.867,377.373,0.299,596.751,0.474,0.073,92.205,11386.067,32.962,14.313,14.064,29.122,13.964,7.054,7.991,10.998,0.527,0.724,9.996,2.795,50.677,1.343,1.183,13.033,5.888,42.05,8.265,0.037,0.053,0.094,0.005,5332.926,4331.268,-384.685,-10.814,9.035295529213915e-06,2.8228383695254133e-06,2.0410615670747268e-09,6.376755598171159e-10,11000.566,10981.134,10907.45,3364.587,3515.594,3508.818,2.060531529370371e-09,2.0753032715544353e-09,2.12720807739825e-09,6.302255353778767e-10,6.644053091108026e-10,6.843016462803289e-10
China,2000,CHN,1269581120.0,5952682590208.0,176.0,0.0,0.0,0.0,2.001,2.54,0.187,0.0,783.314,1.387,112.374,6467.808,8211.406,835.126,1060.26,3.713,294.467,6479.39,8226.111,78.213,69.83,1346.85,1060.862,1355.6,11.967,3.638,414.216,9294.628,1.982,3.091,332.351,876.903,1113.3,8731.431,11085.26,82.126,94.269,13.999,30.327,246.957,4.545,5.77,194.519,7.945,20.177,215.929,274.14,0.426,2.1,1061.86,13.14,71.75,617.806,175.184,222.41,486.622,16.407,5.254,12.938,77.106,673.925,190.85,242.3,530.825,17.874,5.731,-8.75,-0.65,11.961,4.967,46.492,13.185,16.74,36.62,1.235,0.395,7.781,189.651,2626.896,37.233,47.27,2069.104,1.498,27.912,1489.681,1891.271,3.487,22.339,7.928,2.537,8.82,0.675,0.053,1.998,7.895,6.245,0.187,0.233,0.067,1067.754,11800.284,13.011,72.14,627.433,177.665,225.56,494.205,16.639,5.336,29.412,0.014,0.061,0.016,0.02,0.048,0.001,0.001,24.52,0.323,1.639,0.465,0.59,1.291,0.044,0.014,CHN,1269581164.0,5952682590208.0,244.388,0.192,3649.227,91.952,2.585,4259.395,-80.235,-1.849,3.355,0.716,0.361,2.874,0.613,0.309,2601.762,2.049,3262.413,2.57,0.548,2721.087,75724.031,141866.391,59417.641,62.389,907.342,71078.297,10582.577,2032.992,9334.936,1.982,4.737,0.004,59.796,0.047,3.498,4.181,610.168,0.481,1108.096,0.873,367.944,0.29,648.686,0.511,0.071,89.857,11800.283,33.755,14.305,13.826,28.273,14.74,7.231,8.093,11.3,0.553,0.745,10.008,2.894,50.189,1.365,1.259,11.519,6.316,41.538,8.358,0.037,0.054,0.097,0.005,5307.824,4440.686,-386.813,-10.6,9.294627821812592e-06,2.8743550262691177e-06,1.982347256245637e-09,6.130390701501334e-10,11386.068,11000.566,10981.134,3557.275,3364.587,3515.594,2.0410615670747268e-09,2.060531529370371e-09,2.0753032715544353e-09,6.376755598171159e-10,6.302255353778767e-10,6.644053091108026e-10
China,2001,CHN,1278725010.0,6329737412608.0,176.0,0.0,0.0,0.0,1.994,2.55,0.172,0.0,762.735,5.168,424.349,6753.411,8635.755,883.02,1129.14,5.946,489.118,6815.562,8715.229,76.253,69.53,1472.19,1151.295,1480.79,12.45,5.676,669.779,9751.951,1.97,4.603,510.202,924.82,1182.59,9067.987,11595.462,79.862,93.36,11.945,29.5,276.458,3.855,4.93,216.198,11.504,31.536,239.047,305.676,0.333,2.226,1129.45,24.738,148.576,766.381,216.958,277.43,599.332,18.735,6.17,23.075,150.775,824.7,233.201,298.2,644.939,20.138,6.64,-8.6,-0.584,4.391,1.774,48.265,13.662,17.47,37.745,1.18,0.389,2.145,56.353,2683.249,37.944,48.52,2098.378,1.359,25.702,1499.128,1916.973,3.277,21.604,7.981,2.554,8.82,0.67,0.053,1.997,7.895,6.242,0.172,0.233,0.064,1158.021,12470.063,24.462,149.001,776.435,219.539,280.73,607.195,18.958,6.251,40.909,0.025,0.086,0.023,0.03,0.067,0.002,0.001,21.918,0.348,1.987,0.563,0.72,1.554,0.049,0.016,CHN,1278725057.0,6329737412608.0,270.828,0.212,3728.51,79.283,2.173,4221.178,-38.217,-0.897,3.301,0.667,0.339,2.916,0.589,0.299,2637.651,2.063,3358.539,2.626,0.531,2991.916,79452.539,146087.562,62055.293,67.171,974.499,71570.969,11241.878,2121.782,9797.812,1.97,4.783,0.004,67.157,0.053,3.551,4.159,492.668,0.385,1118.592,0.875,366.843,0.287,659.3,0.516,0.069,88.79,12470.062,35.76,14.504,13.853,28.494,15.568,7.405,8.192,11.597,0.578,0.769,10.01,2.989,49.76,1.425,1.401,10.339,6.371,41.619,8.449,0.038,0.056,0.099,0.005,5318.595,4541.251,-369.97,-9.923,9.751950499505747e-06,2.915802720521803e-06,1.970075879476656e-09,5.890465523219496e-10,11800.284,11386.068,11000.566,3649.227,3557.275,3364.587,1.982347256245637e-09,2.0410615670747268e-09,2.060531529370371e-09,6.130390701501334e-10,6.376755598171159e-10,6.302255353778767e-10
China,2002,CHN,1286866794.0,6814493573120.0,176.0,1.715,1.333,1.715,1.982,2.55,0.154,0.013,773.163,9.631,831.703,7356.984,9467.458,996.661,1282.57,6.794,592.093,7232.545,9307.322,77.543,69.989,1645.61,1278.773,1654.01,12.747,8.905,1110.428,10553.145,1.993,9.156,1061.73,1039.323,1337.47,9835.666,12657.191,80.862,93.569,6.394,17.678,294.136,3.256,4.19,228.567,7.689,23.503,255.799,329.179,0.253,2.174,1278.82,3.799,22.578,788.959,223.776,287.97,613.085,17.41,5.832,6.719,45.197,869.897,245.977,316.54,675.981,19.138,6.431,-8.4,-0.51,43.813,20.576,68.841,19.528,25.13,53.495,1.519,0.509,7.914,212.349,2895.598,39.406,50.71,2250.115,1.235,23.679,1508.044,1940.651,3.066,21.406,7.956,2.546,8.82,-0.313,-0.025,1.978,7.895,6.183,0.154,0.233,0.059,1285.3,13580.491,4.411,24.621,801.056,226.449,291.41,622.486,17.618,5.922,54.839,0.046,0.132,0.039,0.05,0.102,0.003,0.001,16.433,0.307,2.294,0.653,0.84,1.783,0.051,0.017,CHN,1286866839.0,6814493573120.0,282.688,0.22,4103.046,374.537,10.045,4488.691,267.513,6.337,3.488,0.659,0.331,3.188,0.602,0.302,3018.637,2.346,3650.753,2.837,0.536,3274.604,83555.578,150576.25,65073.93,71.657,1028.492,71956.609,11894.963,2211.938,10602.087,1.993,4.486,0.003,53.993,0.042,3.838,4.402,385.644,0.3,1127.3,0.876,384.379,0.299,653.086,0.508,0.07,90.156,13580.49,36.001,15.615,14.293,31.181,16.37,7.601,8.297,11.945,0.6,0.782,9.992,3.078,49.37,1.382,1.094,7.52,6.321,41.682,8.548,0.039,0.058,0.102,0.005,5664.255,4938.582,-452.293,-11.023,1.0553144321789058e-05,3.1883998216850446e-06,1.992883382203001e-09,6.021057846740957e-10,12470.063,11800.284,11386.068,3728.51,3649.227,3557.275,1.970075879476656e-09,1.982347256245637e-09,2.0410615670747268e-09,5.890465523219496e-10,6.130390701501334e-10,6.376755598171159e-10
China,2003,CHN,1294517277.0,7248623435776.0,176.0,3.019,3.657,4.735,1.962,2.54,0.133,0.03,790.786,19.177,1815.601,8716.035,11283.059,1174.16,1519.97,18.125,1686.979,8492.975,10994.302,79.555,71.565,1903.22,1470.216,1910.58,12.574,16.481,2238.265,12219.811,2.182,17.4,2202.377,1220.501,1579.96,11478.849,14859.568,82.695,94.25,16.187,47.612,341.747,3.986,5.16,263.996,7.207,23.725,272.615,352.904,0.27,2.168,1510.86,-1.49,-15.989,772.97,219.14,283.68,597.111,14.848,4.903,5.376,36.721,906.619,255.4,330.62,700.353,17.305,5.75,-7.36,-0.387,72.492,49.257,118.098,33.48,43.34,91.229,2.268,0.749,11.713,339.165,3234.762,42.356,54.83,2498.818,1.629,31.622,1523.559,1972.274,2.87,20.517,7.925,2.536,8.82,-0.393,-0.031,1.959,7.895,6.122,0.133,0.233,0.05,1475.901,15818.756,-0.377,-12.536,788.52,221.921,287.28,609.123,15.036,5.001,33.333,0.043,0.174,0.046,0.06,0.135,0.003,0.001,19.059,0.422,2.717,0.772,1.0,2.098,0.052,0.017,CHN,1294517315.0,7248623435776.0,353.679,0.273,4841.119,738.072,17.988,5192.516,703.825,15.68,4.011,0.716,0.328,3.74,0.668,0.306,3601.712,2.782,4077.675,3.15,0.563,3628.283,88396.703,155768.766,68675.641,76.836,1089.238,72308.008,12622.062,2304.642,12273.32,2.182,5.18,0.004,60.745,0.047,4.445,4.988,351.397,0.271,1186.953,0.917,390.81,0.302,727.099,0.562,0.072,92.704,15818.756,40.955,17.496,15.387,34.241,17.388,7.844,8.427,12.368,0.625,0.797,9.957,3.179,49.021,1.503,1.187,5.784,6.857,41.94,8.666,0.039,0.06,0.105,0.005,6456.585,5753.911,-763.444,-15.77,1.2219810643747776e-05,3.7397097311131727e-06,2.1823117368638042e-09,6.678673603192541e-10,13580.491,12470.063,11800.284,4103.046,3728.51,3649.227,1.992883382203001e-09,1.970075879476656e-09,1.982347256245637e-09,6.021057846740957e-10,5.890465523219496e-10,6.130390701501334e-10
China,2004,CHN,1302100264.0,7830953263104.0,26.103,1.236,4.585,5.97,1.943,2.53,0.115,0.032,778.356,16.593,1872.222,10103.124,13155.28,1322.801,1722.42,17.095,1879.429,9886.896,12873.73,78.174,71.32,2197.23,1687.451,2203.31,12.415,17.008,2690.381,14214.832,2.364,16.645,2473.324,1378.857,1795.41,13311.488,17332.893,81.487,93.969,16.999,58.092,399.84,5.729,7.46,307.073,18.406,64.957,320.913,417.861,0.339,2.168,1714.96,24.628,185.144,958.114,271.515,353.54,735.822,16.046,5.194,23.412,205.807,1112.425,313.263,407.9,854.332,18.513,6.031,-6.08,-0.277,16.444,18.674,136.772,38.76,50.47,105.04,2.291,0.742,16.787,543.01,3777.772,50.326,65.53,2901.291,2.633,51.939,1554.575,2024.213,2.974,20.481,7.9,2.528,8.82,-0.315,-0.025,1.941,7.895,6.067,0.115,0.233,0.043,1692.12,18509.137,24.446,187.133,975.653,274.503,357.43,749.292,16.222,5.289,18.75,0.032,0.206,0.061,0.08,0.158,0.004,0.001,28.166,0.746,3.463,0.983,1.28,2.659,0.058,0.019,CHN,1302100319.0,7830953263104.0,368.396,0.283,5217.351,376.232,7.772,5579.754,387.239,7.458,4.285,0.713,0.301,4.007,0.666,0.282,3835.288,2.945,4315.944,3.315,0.551,3996.679,93614.055,161348.516,72510.93,82.028,1160.759,72670.414,13461.154,2402.502,14272.745,2.364,5.192,0.004,71.521,0.055,4.77,5.333,362.403,0.278,1268.221,0.974,408.476,0.314,839.093,0.644,0.075,97.86,18509.135,40.815,18.222,16.393,35.275,18.359,8.102,8.571,12.808,0.649,0.817,9.933,3.299,48.703,1.516,1.353,6.706,7.629,42.26,8.803,0.04,0.063,0.108,0.006,6943.841,6210.593,-901.407,-17.277,1.4214832384059777e-05,4.006873298369875e-06,2.3635867024270078e-09,6.662472402410901e-10,15818.756,13580.491,12470.063,4841.119,4103.046,3728.51,2.1823117368638042e-09,1.992883382203001e-09,1.970075879476656e-09,6.678673603192541e-10,6.021057846740957e-10,5.890465523219496e-10
China,2005,CHN,1310027084.0,8602939555840.0,40.28,2.405,6.393,8.375,4.061,5.32,0.213,0.04,781.931,17.102,2249.826,11759.38,15405.106,1511.534,1980.15,12.174,1567.26,11023.429,14440.99,79.198,73.52,2494.08,1903.839,2500.26,12.39,13.604,2518.027,16050.938,2.444,13.734,2380.453,1559.357,2042.8,15048.044,19713.346,81.704,94.08,17.485,69.911,469.751,9.267,12.14,358.581,18.958,79.218,379.442,497.08,0.486,2.242,1955.03,12.296,109.136,1067.25,303.062,397.02,814.678,15.879,5.093,12.557,127.998,1240.423,349.199,457.46,946.868,18.296,5.92,-6.18,-0.248,5.189,5.937,142.71,40.526,53.09,108.936,2.123,0.681,1.607,60.715,3838.487,38.556,50.51,2930.083,4.195,84.921,1609.993,2109.134,2.02,18.319,16.631,5.322,8.82,110.522,8.731,4.063,7.895,12.695,0.213,0.233,0.079,1908.556,21027.164,13.58,122.061,1097.714,308.673,404.37,837.932,16.173,5.239,10.526,0.02,0.226,0.061,0.08,0.172,0.003,0.001,52.3,1.769,5.231,1.489,1.95,3.993,0.078,0.025,CHN,1310027138.0,8602939555840.0,411.649,0.314,5882.106,664.755,12.741,6207.762,628.008,11.255,4.739,0.722,0.295,4.49,0.684,0.28,4424.353,3.377,4718.328,3.602,0.548,4408.328,99496.156,167556.281,76935.281,87.616,1245.716,72996.07,14311.327,2507.889,16114.158,2.444,5.588,0.004,84.957,0.065,5.308,5.853,325.656,0.249,1339.097,1.022,423.778,0.323,850.173,0.649,0.08,105.387,21027.164,42.513,19.862,17.991,38.315,19.388,8.395,8.74,13.318,0.675,0.845,9.911,3.415,48.46,1.606,1.573,6.658,7.655,43.501,8.965,0.041,0.065,0.112,0.006,7667.986,6953.879,-1163.779,-19.785,1.6050938378919796e-05,4.490064235600587e-06,2.444183626249701e-09,6.837321082893119e-10,18509.137,15818.756,13580.491,5217.351,4841.119,4103.046,2.3635867024270078e-09,2.1823117368638042e-09,1.992883382203001e-09,6.662472402410901e-10,6.678673603192541e-10,6.021057846740957e-10
China,2006,CHN,1318053984.0,9489543593984.0,44.09,3.693,9.156,12.068,5.409,7.13,0.249,0.053,786.511,9.823,1513.274,12835.879,16918.381,1746.833,2302.42,6.984,1008.564,11721.488,15449.555,80.344,73.656,2858.84,2168.986,2865.72,12.951,9.612,2021.17,17486.639,2.429,9.636,1899.643,1793.675,2364.16,16397.65,21612.988,82.498,94.095,23.009,108.086,577.838,18.072,23.82,438.402,18.721,93.056,447.733,590.136,0.831,2.516,2253.92,9.765,97.953,1165.203,330.631,435.79,884.033,15.207,5.073,10.262,115.956,1356.38,380.531,501.56,1029.077,17.502,5.905,-6.88,-0.241,3.306,3.929,146.639,41.607,54.84,111.254,1.914,0.638,7.25,278.282,4116.769,28.77,37.92,3123.369,1.882,39.691,1630.301,2148.825,1.323,17.923,22.291,7.133,8.82,34.029,5.659,5.412,7.895,16.912,0.249,0.233,0.097,2174.205,23048.334,11.157,112.027,1209.74,338.924,446.72,917.823,15.588,5.267,13.095,0.028,0.254,0.068,0.09,0.193,0.003,0.001,90.735,4.693,9.925,2.815,3.71,7.53,0.129,0.043,CHN,1318054037.0,9489543593984.0,470.087,0.357,6494.331,612.224,10.408,6824.091,616.329,9.928,5.177,0.719,0.296,4.927,0.684,0.282,4905.367,3.722,5135.917,3.897,0.541,4878.415,105990.484,174380.391,81840.648,93.15,1349.469,73325.828,15209.861,2618.945,17552.789,2.429,5.534,0.004,103.753,0.079,5.792,6.336,329.761,0.25,1396.412,1.059,436.559,0.331,898.534,0.682,0.084,111.056,23048.332,44.523,21.204,18.977,40.227,20.503,8.718,8.929,13.874,0.699,0.882,9.884,3.534,48.248,1.593,1.867,6.184,8.008,43.902,9.144,0.042,0.068,0.116,0.006,8351.435,7634.546,-1358.414,-20.917,1.7486638847715043e-05,4.927211493378246e-06,2.428813753973557e-09,6.843670547145337e-10,21027.164,18509.137,15818.756,5882.106,5217.351,4841.119,2.444183626249701e-09,2.3635867024270078e-09,2.1823117368638042e-09,6.837321082893119e-10,6.662472402410901e-10,6.678673603192541e-10
China,2007,CHN,1325813524.0,10358205972480.0,10.591,1.278,10.066,13.346,7.437,9.86,0.3,0.053,785.125,8.899,1505.533,13896.309,18423.914,2003.826,2656.7,8.345,1289.311,12625.354,16738.865,80.959,73.804,3271.23,2467.338,3281.54,13.659,8.683,2001.242,18893.74,2.418,8.492,1835.273,2050.59,2718.7,17685.941,23448.26,82.848,93.932,23.007,132.941,710.779,25.577,33.91,536.108,18.252,107.711,526.354,697.847,1.033,2.847,2576.42,11.354,125.393,1290.596,366.009,485.26,973.437,14.788,5.17,12.18,158.499,1514.879,424.524,562.84,1142.603,17.152,6.068,-10.31,-0.315,13.287,18.6,165.239,46.862,62.13,124.632,1.893,0.662,4.78,196.798,4313.567,21.187,28.09,3253.525,0.84,18.056,1634.378,2166.881,0.856,17.28,30.822,9.863,8.82,38.273,8.531,7.439,7.895,23.248,0.301,0.233,0.123,2475.114,25049.576,12.047,139.899,1349.64,377.662,500.71,1017.971,15.258,5.407,20.0,0.049,0.303,0.083,0.11,0.229,0.003,0.001,47.617,4.648,14.573,4.133,5.48,10.991,0.167,0.058,CHN,1325813580.0,10358205972480.0,514.981,0.388,6983.547,489.217,7.533,7294.759,470.668,6.897,5.502,0.704,0.291,5.267,0.674,0.279,5289.875,3.99,5547.083,4.184,0.536,5393.396,112974.039,181675.125,87130.523,98.115,1478.985,73637.047,16137.212,2735.806,18955.223,2.418,4.965,0.004,129.515,0.098,6.162,6.685,311.211,0.235,1424.359,1.074,445.352,0.336,927.351,0.699,0.088,116.861,25049.576,45.413,22.146,20.191,41.377,21.636,9.058,9.133,14.457,0.718,0.932,9.865,3.654,48.1,1.446,2.248,6.773,8.241,45.013,9.335,0.043,0.071,0.121,0.006,8862.956,8169.898,-1436.465,-20.569,1.889373999174863e-05,5.2673672266956225e-06,2.418331520588844e-09,6.742042993308013e-10,23048.334,21027.164,18509.137,6494.331,5882.106,5217.351,2.428813753973557e-09,2.444183626249701e-09,2.3635867024270078e-09,6.843670547145337e-10,6.837321082893119e-10,6.662472402410901e-10
